street,city,state,postal_code,latitude,longitude
10400 Old Georgetown Rd,Bethesda,MD,20814,39.024915242436,-77.125611161793
5189 Competition Dr,Bettendorf,IA,52722,,
898 Middle Rd,Bettendorf,IA,52722,41.539949404049,-90.519397168768
142 Brimbal Ave,Beverly,MA,1915,42.576621584894,-70.880495469829
2503 S Gregg St,Big Spring,TX,79720,,
13 E 5th St S,Big Stone Gap,VA,24219,36.867201781692,-82.773881472871
140 Eisenhower Dr,Biloxi,MS,39531,30.391502947111,-88.992492128293
789 North Main Street,Bishop,CA,93514,37.369122915686,-118.395457261678
601 West State Street,Black Mountain,NC,28711,35.613021086921,-82.328416579396
130 Court Square,Blakely,GA,39823,,
166 N Grayson Parkway,Blanding,UT,84511,37.627680503525,-109.472210244517
38 Montauk Hwy,Blue Point,NY,11715,40.752453676406,-73.039739815524
100 Cumberland St,Bogalusa,LA,70427,30.785186217163,-89.864594713627
4481 Sunrise Highway,Bohemia,NY,11716,40.753597952964,-73.120141669308
1855 S Springfield Ave,Bolivar,MO,65613,37.600558574724,-93.404726029302
2008 N Sh 121,Bonham,TX,75418,33.624730119156,-96.189660338367
246 Wilson Dr.,Boone,NC,28607,36.201922527112,-81.671165104624
1586 Us Hwy 421 S,Boone,NC,28607,,
62 E Main St,Booneville,AR,72927,35.140150295057,-93.921050686535
1303 W Wilson St,Borger,TX,79007,35.661005606784,-101.405149144373
4970 Barksdale Blvd,Bossier City,LA,71112,32.456658575153,-93.659502716524
2513 Beene Blvd,Bossier City,LA,71111,32.559837337243,-93.715129134663
416 W Broadway,South Boston,MA,2127,42.336815624489,-71.047649532251
42395 Ryan Rd,Ashburn,VA,20148,38.986604486796,-77.535598550443
10866 Hwy 76,Branson West,MO,65737,36.696782743581,-93.365074280602
120 Fm 3099,Breckenridge,TX,76424,32.759696284554,-98.945646428853
3990 Bremen Xing,Bremen,GA,30110,,
531 Farmington Ave,Bristol,CT,6010,41.689999897053,-72.9260202486
1226 E Hillside Dr,Broken Arrow,OK,74012,36.06537299359,-95.77695658256
1402 Lubbock Rd,Brownfield,TX,79316,,
1201 Dutchmans Creek Dr,Brunswick,MD,21716,,
1124 S Ash,Buffalo,MO,65622,37.633144571348,-93.104384107924
10 S Main St,Buffalo,WY,82834,44.346363385177,-106.698752575011
304 14th St,Burlington,CO,80807,39.303534861066,-102.2679642713
41 Charlie Brown Rd,Burnsville,NC,28714,35.913113532648,-82.32184140249
3745 Harrison Ave,Butte,MT,59701,,
325 84th St Sw,Byron Center,MI,49315,42.811867718883,-85.672155427859
1000 1st Ave Ne,Cairo,GA,39828,30.877587753519,-84.198988256733
692 Cash Rd Sw,Camden,AR,71701,33.574314287813,-92.851356669905
117 Us Highway 19 N,Camilla,GA,31730,31.233546651533,-84.20017972908
399 Campbellsville Byp,Campbellsville,KY,42718,37.348108798211,-85.373759988168
5933 Us Highway 11,Canton,NY,13617,,
203 E Dallas St,Canton,TX,75103,32.556418712438,-95.862628636823
2521 S Canal St,Carlsbad,NM,88220,32.39506041957,-104.22112839383
421 Bankhead Hwy,Carrollton,GA,30117,33.584528398777,-85.060753679716
941 Upper Ferry Rd,Carthage,TN,37030,36.244784906246,-85.944135589141
1397 E Florence Blvd,Casa Grande,AZ,85122,32.879498392439,-111.727691346738
401 Main Street,Cassville,MO,65625,36.676603865341,-93.86941175917
198 N Main St,Cedar City,UT,84720,37.680849107282,-113.061651010487
1556 Rome Highway,Cedartown,GA,30125,34.046230070946,-85.235944309124
645 Hurst St,Center,TX,75935,31.797527865864,-94.190475678074
205 N 13th St,Centerville,IA,52544,40.733684409164,-92.873177040795
1903 N Neil St,Champaign,IL,61820,40.139904411786,-88.244881084881
2611 S Santa Fe Ave,Chanute,KS,66720,37.654600476434,-95.452709495352
15 W Lincoln Ave,Charleston,IL,61920,39.484408894081,-88.181934194631
540 Radford Ln,Charlottesville,VA,22903,38.052305278173,-78.682518158513
13701 Us Highway 29,Chatham,VA,24531,36.789100124054,-79.394141938313
3536 Cummings Hwy.,Chattanooga,TN,37419,35.018557493894,-85.376308223568
191 Highland Ave,Cheshire,CT,6410,41.504052525083,-72.900692707162
808 Lehman Dr,Chester,IL,62233,37.920372786632,-89.832086654119
3 Bryle Pl,Chester,NY,10918,41.356315683793,-74.283482682946
17164 Chesterfield Airport Rd,Chesterfield,MO,63005,38.668382225182,-90.593376586403
2004 Avenue G Nw,Childress,TX,79201,,
981 N Bridge St,Chillicothe,OH,45601,,
316 W Perkinsville Rd,Chino Valley,AZ,86323,34.771096164358,-112.455763640979
19355 N 3rd St,Citronelle,AL,36522,31.09559019652,-88.238160025169
10342 S Clare Ave,Clare,MI,48617,43.839374155891,-84.768302346234
911 W Will Rogers Blvd,Claremore,OK,74017,36.314140596499,-95.620001056532
1005 S Rogers St,Clarksville,AR,72830,35.46138353013,-93.459134728469
607 Virginia Avenue,Clarksville,VA,23927,36.623432085337,-78.558557148657
1652 W Henderson St,Cleburne,TX,76033,32.33643722634,-97.419093781287
2308 Treasury Dr.,Cleveland,TN,37323,35.126257474845,-84.867333872836
710 N Davis Ave,Cleveland,MS,38732,33.756115437346,-90.715654603645
11624 Clifton Blvd,Cleveland,OH,44102,41.487384957175,-81.767745294896
633 Main St,Clinton,MA,1510,42.421120143831,-71.687183618001
4024 N Prince St,Clovis,NM,88101,34.439338461595,-103.196499280565
1919 N Prince St,Clovis,NM,88101,34.417647787613,-103.196429869359
9319 State Route 61,Coal Township,PA,17866,40.788717712053,-76.508494162139
243 E Dykes St,Cochran,GA,31014,32.39441384449,-83.345627001977
742 Yellowstone Ave,Cody,WY,82414,44.516692769068,-109.078719983483
847 E Chicago St,Coldwater,MI,49036,41.93477219253,-84.964456415101
1095 Belt Line Rd,Collinsville,IL,62234,38.691144297641,-89.986651876838
514 E Crawford St,Colquitt,GA,39837,,
6361 Talokas Ln,Columbus,GA,31909,,
3517 Victory Drive,Columbus,GA,31903,32.421933471323,-84.946250746123
100 S Kansas Ave,Columbus,KS,66725,37.170808085142,-94.842448519723
1725 Highway 45 N,Columbus,MS,39705,33.529523428223,-88.436999070041
717 South Jefferson Ave.,Cookeville,TN,38501,36.145839188383,-85.501081565609
2501 Virginia Lane,Corinth,MS,38834,,
5634 Saratoga Blvd,Corpus Christi,TX,78414,27.685114267091,-97.382744557255
13637 Northwest Blvd,Corpus Christi,TX,78410,27.856137250358,-97.633131662166
2029 W 7th Ave,Corsicana,TX,75110,32.081932579345,-96.483569196523
1850 E Main St,Cortez,CO,81321,37.348989075888,-108.562194483236
2170 Millennium Blvd,Cortland,OH,44410,41.277061096103,-80.774180729615
1100 S State Route 260,Cottonwood,AZ,86326,34.720793674204,-112.002709603039
600 W Taylor St,Creston,IA,50801,41.049114562304,-94.367497289741
1316 N Ferdon Blvd,Crestview,FL,32536,30.788362061964,-86.558944467206
1900 S Ferdon Blvd,Crestview,FL,32536,30.739323770017,-86.564699701377
2813 Dixie Highway,Crestview Hills,KY,41017,39.027407778007,-84.57980758243
1300 East Loop 304,Crockett,TX,75835,31.314047281334,-95.436753934721
912 Unity Road,Crossett,AR,71635,,
7955 E 108th Ave,Crown Point,IN,46307,41.422047307836,-87.239606233952
14520 7th St,Dade City,FL,33523,28.369082895103,-82.189011546494
1500 Linda Dr,Daingerfield,TX,75638,,
3546 N Vermilion St,Danville,IL,61832,40.181115650952,-87.62993461716
817 Forrester Dr Se,Dawson,GA,39842,31.761831474578,-84.438806032579
255 W Mound Rd,Decatur,IL,62526,39.891160175657,-88.957322134086
4661 E Maryland St,Decatur,IL,62521,39.819895279062,-88.88277509147
1045 Crossing Dr,Delano,MN,55328,45.036421954864,-93.773217123777
3 Main St,Delhi,NY,13753,42.267809736172,-74.922501833047
360 E Main St,Delta,UT,84624,39.352258990415,-112.566609087342
924 E Collin Raye Dr,De Queen,AR,71832,34.045460504437,-94.317847386057
6929 Erie Rd,Derby,NY,14047,,
93 W 5th St,Douglas,AZ,85607,31.339209190192,-109.561402487064
106 Webster Way,Douglas,GA,31535,31.486882459798,-82.851029610026
8720 Highway 22,Dresden,TN,38225,36.277261296183,-88.711138267337
5259 Alexander Rd,Dublin,VA,24084,37.085094508378,-80.705525520203
2025 S Dumas Ave,Dumas,TX,79029,35.891721111874,-101.976725114415
1785 Main St,Dunedin,FL,34698,28.019385522659,-82.756764824587
1125 S Camino Del Rio,Durango,CO,81303,,
2501 West Main St,Durant,OK,74701,33.998627097872,-96.408016499435
70 Route 17 N,East Rutherford,NJ,7073,40.82308372735,-74.098822310004
122 Prospect Hill Rd,East Windsor,CT,6088,41.929395909943,-72.605491475093
1120 Indian Dr,Eastman,GA,31023,,
2801 W University Dr,Edinburg,TX,78539,26.305774162855,-98.19150353286
110 S Henrietta St,Effingham,IL,62401,39.122026419138,-88.556034979715
1308 N West Ave,El Dorado,AR,71730,33.223278485884,-92.665659894258
1023 W 3rd St,Elk City,OK,73644,35.411766208237,-99.41602552972
1302 Mountain City Highway,Elko,NV,89801,40.829294230823,-115.779690293938
100 Downey Knolls Dr,Elkton,VA,22827,38.40542181403,-78.651925283972
140 West Rd,Ellington,CT,6029,41.884690377422,-72.464248253648
244 Crossings Blvd,Elverson,PA,19520,40.154805248658,-75.861444558238
705 Aultman Street,Ely,NV,89301,39.248322207618,-114.890743732483
454 Kinderkamack Rd,Emerson,NJ,7630,,
1625 S Mccall Rd,Englewood,FL,34223,26.938452758196,-82.340755318798
24 East 450 North,Ephraim,UT,84627,39.36855737728,-111.586372979454
1404 N Riverside Dr,Espanola,NM,87532,36.012446470362,-106.064812760006
233 Front St.,Evanston,WY,82930,41.263041462748,-110.957686143105
23480 Highway 7,Excelsior,MN,55331,44.892704390737,-93.577734291588
12985 Fair Lakes Pkwy,Fairfax,VA,22033,38.858460745259,-77.395447153812
9444 Main St,Fairfax,VA,22031,38.841069279709,-77.269946155354
11750 U Fair Oaks Mall,Fairfax,VA,22033,38.863980195384,-77.355671244441
50 N Main St,Fairfield,IA,52556,41.007399523385,-91.963835266083
333 Greeno Rd S,Fairhope,AL,36532,30.515444191482,-87.886084955863
1202 Fairmont Ave,Fairmont,WV,26554,39.469236573206,-80.155531902073
7643 Mclaughlin Rd,Peyton,CO,80831,38.942714873041,-104.603111546743
2171 W Williams Ave,Fallon,NV,89406,39.47695747516,-118.803566321302
475 Wilton Rd,Farmington,ME,4938,44.642526326481,-70.152196045558
1245 W Apache St.,Farmington,NM,87401,36.733729491722,-108.227731884706
2737 Martin Luther King Blvd,Fayetteville,AR,72704,36.052777163061,-94.198866975899
1231 Huntsville Highway,Fayetteville,TN,37334,35.136071081889,-86.567142368448
1201 Penny Ln,Fernley,NV,89408,39.606689529349,-119.222565353859
172 Ocilla Hwy,Fitzgerald,GA,31750,31.696666517071,-83.247986157346
2108 S Irby St,Florence,SC,29505,34.147235931763,-79.770376628534
3055 N Lindbergh Blvd,Florissant,MO,63033,,
2311 Avenue L,Fort Madison,IA,52627,40.627222624026,-91.338447708157
2001 S Main St,Fort Scott,KS,66701,37.816525515531,-94.705418510817
710 W Dickinson Blvd,Fort Stockton,TX,79735,30.894001158615,-102.885793340176
73 Eglin Pkwy Ne,Fort Walton Beach,FL,32548,30.41622664719,-86.60709069089
6333 Camp Bowie Blvd,Fort Worth,TX,76116,32.726962574281,-97.419306652572
985 Washington St,Franklinton,LA,70438,30.844693584126,-90.155435805752
5629 Plank Rd,Fredericksburg,VA,22407,38.291471015052,-77.566796780873
429 Marketplace Dr,Freeburg,IL,62243,,
2725 Il Route 26  S,Freeport,IL,61032,42.260923387676,-89.631195729695
550 S Clovis Ave,Fresno,CA,93727,36.737485336494,-119.700103819181
1028 Main St,Fort Morgan,CO,80701,40.259724687047,-103.80142733215
905 E Highway 82,Gainesville,TX,76240,33.640654718941,-97.152428124541
7613 Linton Hall Rd,Gainesville,VA,20155,38.792121229233,-77.609534091332
11 Ohio River Plaza,Gallipolis,OH,45631,38.838648267146,-82.14902560392
2330 E Hwy 66,Gallup,NM,87301,,
5255 N President George B,Garland,TX,75040,,
319 Highway 36 Byp S,Gatesville,TX,76528,,
1325 S Oakwood Ave,Geneseo,IL,61254,41.435027660611,-90.157784683634
205 S Gillette Ave,Gillette,WY,82716,44.293095911782,-105.503925912006
1103 Us Highway 271 N,Gilmer,TX,75644,32.746755863851,-94.939902741005
1087 Virginia Center Pkwy,Glen Allen,VA,23059,37.665975244237,-77.458739870245
1416 Grand Ave,Glenwood Springs,CO,81601,39.538873122498,-107.324940707062
25 Market St,Glenwood Springs,CO,81601,39.561817987463,-107.351889970323
221 Hwy 70 E,Glenwood,AR,71943,34.373863761501,-93.403834853116
411 E Hwy 377,Granbury,TX,76048,32.434220011247,-97.783468094848
698 E Roosevelt Ave,Grants,NM,87020,35.161224706002,-107.8348692981
306 S James St,Grayling,MI,49738,44.657725818843,-84.709870194002
300 Uinta Dr,Green River,WY,82935,41.517139595102,-109.469216352453
1925 W Washington St,Greenville,MI,48838,,
5219 Wesley St,Greenville,TX,75402,33.117542662524,-96.109248647495
2213 Highway 82 W,Greenwood,MS,38930,,
1320 Sunset Dr,Grenada,MS,38901,33.777296825682,-89.825127356581
1742 Zebulon Road,Griffin,GA,30224,33.198240466717,-84.28227074042
250 Se Destination Dr,Grimes,IA,50111,41.682100839041,-93.76994423515
1004 S Main St,Grove,OK,74344,36.587110594802,-94.769315583274
1152 Riverview Street,Grundy,VA,24614,,
3749 Gulf Breeze Pkwy,Gulf Breeze,FL,32563,,
9368 Highway 49,Gulfport,MS,39503,30.422702696633,-89.09227244333
726 N Main St,Gunnison,CO,81230,38.551404967939,-106.926839164598
721 N Main St,Guymon,OK,73942,36.685147167425,-101.481510995085
3920 Washington Blvd,Halethorpe,MD,21227,39.243402682824,-76.676530459108
3763 Peters Mountain Rd,Halifax,PA,17032,,
410 N 1st St,Hamilton,MT,59840,46.250449148399,-114.155962037889
416 Emerson Ave,Hampstead,NH,3841,42.888013982865,-71.151910456048
240 N 12th Ave,Hanford,CA,93230,36.325258639569,-119.673031497354
7645 Arundel Mills Blvd,Hanover,MD,21076,39.152800951364,-76.723454666843
1103 Old Highway 60,Hardinsburg,KY,40143,37.761085055911,-86.440932477071
2709 W Expressway 83,Harlingen,TX,78552,26.187133509316,-97.72274811011
606 Ring Road,Harrison,OH,45030,39.26083462934,-84.795590588587
650 S Commercial St,Harrisonville,MO,64701,38.651731873088,-94.358023865554
1479 Retail Row,Hartsville,SC,29550,34.357035849772,-80.063189503226
10 Avenue D,Haskell,TX,79521,33.158782480357,-99.732597458332
534 Route 111,Hauppauge,NY,11788,40.82776725103,-73.200387891843
135 S Union St,Hawkinsville,GA,31036,32.279401895167,-83.470948479012
1415 Highway 25b,Heber Springs,AR,72543,,
515 N 25 Mile Ave,Hereford,TX,79045,34.833031432927,-102.405497562499
7925 Hialeah Gardens Blvd,Hialeah,FL,33018,25.894224487836,-80.351155258649
12551 State Route 143,Highland,IL,62249,38.75809575514,-89.683654761683
262 W Carleton,Hillsdale,MI,49242,41.930727763548,-84.641472150802
764 W Oglethorpe Hwy,Hinesville,GA,31313,31.825387991128,-81.598683901667
917 E Bender Blvd,Hobbs,NM,88240,32.72565625873,-103.125581240973
3421 N Grimes St,Hobbs,NM,88240,32.738087788189,-103.145012084427
807 N Homestead Blvd,Homestead,FL,33030,25.477355473297,-80.46496861597
1598 Route 82,Hopewell Junction,NY,12533,41.624586531777,-73.775171464131
827 State Route 82,Hopewell Junction,NY,12533,41.582007670133,-73.806490415141
1529 Albert Pike Rd,Hot Springs,AR,71913,34.492912363875,-93.08807538046
1215 S Sam Houston Blvd,Houston,MO,65483,37.320227983251,-91.958538757854
200 S Oakridge Dr,Hudson Oaks,TX,76087,32.753457281866,-97.712484139642
2718 Central Ave.,Humboldt,TN,38343,35.841850799909,-88.914822251134
106 Peter Pan Rd,Independence,KS,67301,37.225716340164,-95.74243198001
1214 N Jefferson Way,Indianola,IA,50125,41.371795856033,-93.558327732489
612 S Oak St,Iowa Falls,IA,50126,42.506666640768,-93.262302344384
11248 Old Mill Lane,Jackson,CA,95642,38.370745388586,-120.799768369061
250 B South Main St.,Jamestown,TN,38556,36.425074320785,-84.932260133046
327 Kimball Crossing Drive,Kimball,TN,37347,35.041923924013,-85.685171153844
808 West Gibson Road,Jasper,TX,75951,,
3540 E 10th St,Jeffersonville,IN,47130,38.331166416417,-85.710242697164
1107 N 1st St,Jesup,GA,31545,31.616611617686,-81.874780208825
1120 W State Of Franklin Rd,Johnson City,TN,37604,36.307835099039,-82.365744157717
329 S 350 E,Kanab,UT,84741,37.042463954257,-112.520774876399
3385 Main St,Kansas City,MO,64111,39.065995043417,-94.585491410268
5227 Ne Antioch Rd,Kansas City,MO,64119,39.189083837018,-94.548681689369
205 N Park Dr,Keokuk,IA,52632,40.39982707062,-91.37546036011
14055 W Whitesbridge Ave,Kerman,CA,93630,36.734893363353,-120.043535676845
150 East South St,Kewanee,IL,61443,41.222235605055,-89.925381394539
1103 W Stan Schlueter Loop,Killeen,TX,76549,31.079135276134,-97.761892676981
5100 Kings Plz,Brooklyn,NY,11234,40.635340268238,-73.92747398406
902 Sierra Street,Kingsburg,CA,93631,36.517809664887,-119.558404408374
1007 E General Cavazos Blvd,Kingsville,TX,78363,27.491321275595,-97.85560734728
151 Evans Dr,Kyle,TX,78640,,
5 S La Grange Rd,La Grange,IL,60525,41.815763472568,-87.869617185219
1 Conley Road,La Junta,CO,81050,37.999412442177,-103.591767196304
58 Drury Dr,La Plata,MD,20646,38.549774674117,-76.984182545214
505 W Hickpochee Ave,Labelle,FL,33935,26.761639694176,-81.429533691868
2617 N Highway 27,La Fayette,GA,30728,34.66606929738,-85.275555095043
509 Highway 52 Byp W,Lafayette,TN,37083,36.525318040481,-86.042785518912
211 E Central Ave,Lagrange,IN,46761,41.641358517814,-85.418658647346
102 W Center St,Lake City,MN,55041,44.448707202942,-92.265758143054
850 S Sun Dr,Lake Mary,FL,32746,28.755539690265,-81.352408971749
2303 S Ranch Road 620,Lakeway,TX,78734,30.342011902623,-97.967765315519
221 South Main St.,Lamar,CO,81052,38.087958511237,-102.619035941712
3366 Sterns Rd,Lambertville,MI,48144,41.749114741742,-83.62697627367
701 North Dallas Avenue,Lamesa,TX,79331,32.738605611623,-101.952002098931
1708 Central Texas Expressway,Lampasas,TX,76550,31.063930289249,-98.16139265346
378 Main Street,Lander,WY,82520,42.833517722217,-108.732703664647
100 E Kansas St,Lansing,KS,66043,39.249385714357,-94.899414978052
2900 E Grand Ave,Laramie,WY,82070,41.309027153239,-105.55808496872
1939 Palmer Ave,Larchmont,NY,10538,40.932313175551,-73.759498285626
1187 W Eads Pkwy,Lawrenceburg,IN,47025,39.078411118168,-84.888064798513
128 W Main St,Le Roy,NY,14482,42.978082330096,-78.004531373959
2154 Campbellsville Rd,Lebanon,KY,40033,,
2203 W Cumberland St,Lebanon,PA,17042,40.33917529077,-76.451013926132
1070 Regional Park Road,Lebanon,VA,24266,36.902206974093,-82.043957317106
510 S Main St,Leitchfield,KY,42754,37.471655435776,-86.294372994018
75 W Hanford Armona Rd,Lemoore,CA,93245,36.313335614313,-119.781976060036
2025 Morganton Blvd Sw,Lenoir,NC,28645,35.896434458488,-81.56121140387
845 Blowing Rock Blvd,Lenoir,NC,28645,35.925949310976,-81.526415502692
2403 S Stemmons Fwy,Lewisville,TX,75067,33.006064779846,-96.971827928053
710b W Church St,Lexington,TN,38351,35.659465786972,-88.4194969087
808 W 9th St,Libby,MT,59923,48.385148756195,-115.545646161162
1144 Main St,Limon,CO,80828,39.263058942432,-103.691245076497
3222 S Main St,Lindale,TX,75771,32.472625772622,-95.389902684803
840 W Edgar Rd,Linden,NJ,7036,40.617894939965,-74.251576478751
310 East Montauk Highway,Lindenhurst,NY,11757,40.683480261404,-73.354454294211
1104 Ogden Ave,Lisle,IL,60532,41.801345191087,-88.074938485935
2180 Fm 423,Little Elm,TX,75068,,
1533 W. Main St.,Livingston,TN,38570,36.368980073027,-85.34085558101
1764 West Church Street,Livingston,TX,77351,,
1712 S Colorado St,Lockhart,TX,78644,29.863137315594,-97.66847920052
660 S Main St,Logan,UT,84321,41.720006859057,-111.835195557453
2503 E Market St,Logansport,IN,46947,40.757912932925,-86.335824330994
2414 Gilmer Rd,Longview,TX,75604,32.532559610562,-94.788765138613
8971 Ox Rd,Lorton,VA,22079,38.714147871319,-77.26356168907
751 Trinity Dr,Los Alamos,NM,87544,35.879715096542,-106.293892602446
2130 E. Pacheco Blvd,Los Banos,CA,93635,37.057108313545,-120.821877386748
1521 E Riverside Blvd,Loves Park,IL,61111,42.318049517961,-89.036531307888
906 W Ave D,Lovington,NM,88260,32.943985371815,-103.359916070142
1201 Bridge St,Lowell,MA,1850,42.66543447182,-71.303307062429
12102 Old 63 S,Lucedale,MS,39452,30.906294221581,-88.597831471493
2002 S. First Street,Lufkin,TX,75901,31.309402094528,-94.726936557772
12895 Highway 90,Luling,LA,70070,29.906808108235,-90.369482777754
520 Cook St.,Madisonville,TN,37354,35.517641488446,-84.360409338782
50 Hwy 79 North,Magnolia,AR,71753,33.298706960419,-93.212215631786
1900 Martin Luther King Blvd,Malvern,AR,72104,,
9967 Sowder Village Sq,Manassas,VA,20109,38.738409456484,-77.535791047373
1313 Hillsboro Blvd.,Manchester,TN,37355,35.470936600635,-86.074749565058
7298 Highway 509,Mansfield,LA,71052,,
190 Commerce Ave,Manteca,CA,95336,37.795690354769,-121.193871868576
3805 Dallas Hwy Sw,Marietta,GA,30064,33.952293546857,-84.661817499093
11951 Maumelle Blvd,North Little Rock,AR,72113,34.829352289338,-92.393728300468
15020 South Highland Drive,Mc Kenzie,TN,38201,36.121078572258,-88.52054247069
1339 Smithville Hwy.,McMinnville,TN,37110,35.702752252226,-85.781178028757
1234 E Main St,Melbourne,AR,72556,36.059015911849,-91.881553370355
270 W North Ave,Melrose Park,IL,60160,41.907041353845,-87.914663476441
408 Highway 71 N,Mena,AR,71953,34.585955147107,-94.22995812509
1402 E Milam St,Mexia,TX,76667,31.685613840749,-96.457548178245
15365 S Dixie Hwy,Miami,FL,33157,25.627519961411,-80.341656699182
545 Nw 42nd Ave,Miami,FL,33126,25.777511743832,-80.263897079372
1871 North 25th Street,Middlesboro,KY,40965,,
747 Hwy 35,Middletown,NJ,7748,40.3874120544,-74.096513345572
1401 N Loop 250 W,Midland,TX,79706,31.994383873453,-102.153374570998
2816 W Loop 250 N,Midland,TX,79705,32.036317399226,-102.121226704977
4300 North Midland Drive,Midland,TX,79707,32.026915863449,-102.144903549163
2106 Rankin Hwy,Midland,TX,79701,31.976129009032,-102.075252255474
8 E Chestnut Street,Mifflinburg,PA,17844,40.921514966316,-77.036928064329
904 West 4th Street,Milan,IL,61264,41.443871677562,-90.572240083922
15305 S First St,Milan,TN,38358,35.87895539657,-88.745534789195
2 Millbrook Plz,Mill Hall,PA,17751,,
1422 South Washington Street,Millersburg,OH,44654,,
113 Madison Square,Minden,LA,71055,,
6420 S State Highway 37,Mineola,TX,75773,32.690492092389,-95.484709903652
2305 E Hubbard St,Mineral Wells,TX,76067,32.8092096093,-98.094800777256
3724 50th St,Edina,MN,55410,44.912571811111,-93.326850376624
10916 Emerald Coast Pkwy W,Miramar Beach,FL,32550,30.38099516528,-86.356449514981
4511 Lincolnway E,Mishawaka,IN,46544,41.663281987894,-86.109427403855
3850 S Reserve St,Missoula,MT,59801,46.835983417472,-114.039383865919
300 S. Main Street,Moab,UT,84532,38.568741984559,-109.550878476323
191 Cooper Creek Drive,Mocksville,NC,27028,35.926549530871,-80.590315299975
413 South Main,Monahans,TX,79756,31.591583461372,-102.892093453936
864 E. Highway 60,Monett,MO,65708,36.915797224782,-93.947550298595
2500 Forsythe Ave,Monroe,LA,71201,32.538408221004,-92.102301986789
290 Larkin Dr,Monroe,NY,10950,41.318395653402,-74.144389490526
1701 Louisville Ave,Monroe,LA,71201,32.516948349413,-92.107717247942
534 S Monroe Street,Monroe,MI,48161,41.911425220289,-83.401952589875
791 State Route 17m,Monroe,NY,10950,41.333366109597,-74.19208168239
4429 Pecanland Mall Drive,Monroe,LA,71203,32.497505794516,-92.067968028094
845 1st Ave,Monte Vista,CO,81144,37.58056825607,-106.147727133608
129 N Park Drive,Monticello,AR,71655,33.646750135607,-91.797464363177
